title,description,xp_reward,duration_days,category,difficulty,id,created_date,updated_date,created_by_id,is_sample
"Comparte Tu Juguete","Comparte un juguete con alguien por 10 minutos","25","","cooperacion","2","68f9c923971a55481b6ba7fa","2025-10-23T06:20:19.175000","2025-10-23T06:20:19.175000","68f8bc1e327b319b57e0d51f",""
"¡Buenos Días!","Di buenos días a 3 personas de tu familia","10","","social","1","68f9cb87893d13edda66d520","2025-10-23T06:30:31.530000","2025-10-23T06:30:31.530000","68f8bc1e327b319b57e0d51f",""
"Recoge 5 Juguetes","Guarda 5 juguetes en su lugar","10","","tareas","1","68f9cb87893d13edda66d521","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Saltos de Rana","Da 10 saltos como una rana 🐸","10","","movimiento","1","68f9cb87893d13edda66d522","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Respira Hondo","Respira hondo 3 veces: inhala por la nariz, exhala por la boca","10","","autorregulacion","1","68f9cb87893d13edda66d523","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Dibuja Tu Familia","Haz un dibujo de tu familia con colores","15","","creatividad","1","68f9cb87893d13edda66d524","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Cuenta Hasta 10","Cuenta del 1 al 10 en voz alta","10","","aprendizaje","1","68f9cb87893d13edda66d525","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Ayuda en la Mesa","Ayuda a poner 3 cosas en la mesa para comer","15","","cooperacion","1","68f9cb87893d13edda66d526","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Encuentra 3 Cosas Rojas","Busca 3 objetos de color rojo en tu casa","15","","atencion","1","68f9cb87893d13edda66d527","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Baila una Canción","Baila tu canción favorita completa","15","","movimiento","1","68f9cb87893d13edda66d528","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Abrazo Especial","Dale un abrazo a alguien que quieras","10","","social","1","68f9cb87893d13edda66d529","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Torre de Bloques","Construye una torre con 10 bloques o libros","20","","atencion","2","68f9cb87893d13edda66d52a","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Clasifica por Colores","Agrupa 10 objetos por colores (rojo con rojo, azul con azul...)","20","","atencion","2","68f9cb87893d13edda66d52b","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Cuento Corto","Lee o escucha un cuento de 5 minutos","20","","aprendizaje","2","68f9cb87893d13edda66d52c","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Estatuas","Juega a las estatuas: quédate quieto como una estatua por 30 segundos","20","","autorregulacion","2","68f9cb87893d13edda66d52d","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"Comparte Tu Juguete","Comparte un juguete con alguien por 10 minutos","25","","cooperacion","2","68f9cb87893d13edda66d52e","2025-10-23T06:30:31.531000","2025-10-23T06:30:31.531000","68f8bc1e327b319b57e0d51f",""
"¡Buenos Días!","Di buenos días a 3 personas de tu familia","10","","social","1","68fa82a21c8caf95f20f7f1d","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Recoge 5 Juguetes","Guarda 5 juguetes en su lugar","10","","tareas","1","68fa82a21c8caf95f20f7f1e","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Saltos de Rana","Da 10 saltos como una rana 🐸","10","","movimiento","1","68fa82a21c8caf95f20f7f1f","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Respira Hondo","Respira hondo 3 veces: inhala por la nariz, exhala por la boca","10","","autorregulacion","1","68fa82a21c8caf95f20f7f20","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Dibuja Tu Familia","Haz un dibujo de tu familia con colores","15","","creatividad","1","68fa82a21c8caf95f20f7f21","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Cuenta Hasta 10","Cuenta del 1 al 10 en voz alta","10","","aprendizaje","1","68fa82a21c8caf95f20f7f22","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Ayuda en la Mesa","Ayuda a poner 3 cosas en la mesa para comer","15","","cooperacion","1","68fa82a21c8caf95f20f7f23","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Encuentra 3 Cosas Rojas","Busca 3 objetos de color rojo en tu casa","15","","atencion","1","68fa82a21c8caf95f20f7f24","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Baila una Canción","Baila tu canción favorita completa","15","","movimiento","1","68fa82a21c8caf95f20f7f25","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Abrazo Especial","Dale un abrazo a alguien que quieras","10","","social","1","68fa82a21c8caf95f20f7f26","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Torre de Bloques","Construye una torre con 10 bloques o libros","20","","atencion","2","68fa82a21c8caf95f20f7f27","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Clasifica por Colores","Agrupa 10 objetos por colores (rojo con rojo, azul con azul...)","20","","atencion","2","68fa82a21c8caf95f20f7f28","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Cuento Corto","Lee o escucha un cuento de 5 minutos","20","","aprendizaje","2","68fa82a21c8caf95f20f7f29","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Estatuas","Juega a las estatuas: quédate quieto como una estatua por 30 segundos","20","","autorregulacion","2","68fa82a21c8caf95f20f7f2a","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"Comparte Tu Juguete","Comparte un juguete con alguien por 10 minutos","25","","cooperacion","2","68fa82a21c8caf95f20f7f2b","2025-10-23T19:31:46.659000","2025-10-23T19:31:46.659000","68f8bc1e327b319b57e0d51f",""
"¡Buenos Días!","Di buenos días a 3 personas de tu familia","10","","social","1","68fa831394995ee0e68b77e3","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Recoge 5 Juguetes","Guarda 5 juguetes en su lugar","10","","tareas","1","68fa831394995ee0e68b77e4","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Saltos de Rana","Da 10 saltos como una rana 🐸","10","","movimiento","1","68fa831394995ee0e68b77e5","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Respira Hondo","Respira hondo 3 veces: inhala por la nariz, exhala por la boca","10","","autorregulacion","1","68fa831394995ee0e68b77e6","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Dibuja Tu Familia","Haz un dibujo de tu familia con colores","15","","creatividad","1","68fa831394995ee0e68b77e7","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Cuenta Hasta 10","Cuenta del 1 al 10 en voz alta","10","","aprendizaje","1","68fa831394995ee0e68b77e8","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Ayuda en la Mesa","Ayuda a poner 3 cosas en la mesa para comer","15","","cooperacion","1","68fa831394995ee0e68b77e9","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Encuentra 3 Cosas Rojas","Busca 3 objetos de color rojo en tu casa","15","","atencion","1","68fa831394995ee0e68b77ea","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Baila una Canción","Baila tu canción favorita completa","15","","movimiento","1","68fa831394995ee0e68b77eb","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Abrazo Especial","Dale un abrazo a alguien que quieras","10","","social","1","68fa831394995ee0e68b77ec","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Torre de Bloques","Construye una torre con 10 bloques o libros","20","","atencion","2","68fa831394995ee0e68b77ed","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Clasifica por Colores","Agrupa 10 objetos por colores","20","","atencion","2","68fa831394995ee0e68b77ee","2025-10-23T19:33:39.103000","2025-10-23T19:33:39.103000","68f8bc1e327b319b57e0d51f",""
"Cuento Corto","Lee o escucha un cuento de 5 minutos","20","","aprendizaje","2","68fa831394995ee0e68b77ef","2025-10-23T19:33:39.104000","2025-10-23T19:33:39.104000","68f8bc1e327b319b57e0d51f",""
"Juego de Estatuas","Quédate quieto como una estatua por 30 segundos","20","","autorregulacion","2","68fa831394995ee0e68b77f0","2025-10-23T19:33:39.104000","2025-10-23T19:33:39.104000","68f8bc1e327b319b57e0d51f",""
"Comparte Tu Juguete","Comparte un juguete con alguien por 10 minutos","25","","cooperacion","2","68fa831394995ee0e68b77f1","2025-10-23T19:33:39.104000","2025-10-23T19:33:39.104000","68f8bc1e327b319b57e0d51f",""
